station_number,station_id,latitude,longitude
8483,ASN00067118,-33.7431,150.8356
8484,ASN00067119,-33.8511,150.8567
8485,ASN00068000,-34.5712,150.7761
8486,ASN00068001,-34.2069,150.7931
8487,ASN00068003,-34.781,150.6917
8488,ASN00068004,-34.5457,150.8375
8489,ASN00068005,-34.5,150.4
8490,ASN00068006,-34.5367,150.2528
8491,ASN00068007,-34.0254,150.6455
8492,ASN00068008,-34.6531,150.3037
8493,ASN00068009,-34.5961,150.5187
8494,ASN00068011,-34.05,150.7167
8495,ASN00068012,-34.05,150.7
8496,ASN00068013,-34.1258,150.7375
8497,ASN00068014,-34.0667,150.8
8498,ASN00068015,-34.0667,150.8167
8499,ASN00068016,-34.2644,150.8062
8500,ASN00068021,-34.9,150.7
8501,ASN00068022,-34.5,150.7885
8502,ASN00068023,-34.4708,150.7736
8503,ASN00068024,-34.2272,150.9111
8504,ASN00068025,-34.6,150.3
8505,ASN00068027,-34.7472,150.8211
8506,ASN00068028,-34.1908,150.9746
8507,ASN00068029,-34.7796,150.4614
8508,ASN00068030,-34.3738,150.2999
8509,ASN00068032,-34.65,150.7833
8510,ASN00068033,-34.4585,150.4931
8511,ASN00068034,-35.0936,150.8048
8512,ASN00068035,-34.6642,150.7586
8513,ASN00068036,-34.7358,150.5332
8514,ASN00068037,-34.05,150.7667
8515,ASN00068038,-34.675,150.8519
8516,ASN00068039,-34.25,150.9333
8517,ASN00068040,-34.4833,150.5333
8518,ASN00068043,-34.0283,150.8433
8519,ASN00068044,-34.4474,150.4568
8520,ASN00068045,-34.5444,150.3768
8521,ASN00068048,-34.8718,150.6176
8522,ASN00068051,-34.6667,150.2333
8523,ASN00068052,-34.1685,150.6145
8524,ASN00068053,-34.4772,150.9131
8525,ASN00068054,-34.5847,150.5929
8526,ASN00068058,-34.5667,150.35
8527,ASN00068059,-34.0833,150.5833
8528,ASN00068061,-34.5167,150.7
8529,ASN00068062,-34.3447,150.2676
8530,ASN00068065,-34.1667,150.8167
8531,ASN00068067,-34.7167,150.2
8532,ASN00068068,-34.3472,150.15
8533,ASN00068070,-34.1167,150.9333
8534,ASN00068071,-34.3667,150.55
8535,ASN00068072,-34.9469,150.5353
8536,ASN00068073,-34.5167,150.5333
8537,ASN00068074,-34.4333,150.9
8538,ASN00068075,-34.55,150.2667
8539,ASN00068076,-34.9449,150.545
8540,ASN00068078,-35.1,150.7
8541,ASN00068079,-35.1319,150.7056
8542,ASN00068080,-34.9158,150.7312
8543,ASN00068081,-34.0833,150.8167
8544,ASN00068082,-34.9325,150.3867
8545,ASN00068083,-34.9282,150.7484
8546,ASN00068085,-34.8484,150.1353
8547,ASN00068086,-34.4031,150.8433
8548,ASN00068088,-35.0938,150.6228
8549,ASN00068089,-34.4295,150.2354
8550,ASN00068091,-34.4833,150.2667
8551,ASN00068093,-34.5695,150.2576
8552,ASN00068095,-34.55,150.15
8553,ASN00068096,-34.6,150.1167
8554,ASN00068100,-34.6519,150.3085
8555,ASN00068101,-34.5397,150.4785
8556,ASN00068102,-34.4869,150.4019
8557,ASN00068104,-34.5217,150.8083
8558,ASN00068106,-34.2453,150.9697
8559,ASN00068107,-34.2833,150.95
8560,ASN00068108,-34.342,150.8999
8561,ASN00068109,-34.7833,150.1667
8562,ASN00068110,-34.4829,150.8555
8563,ASN00068112,-34.1667,151.0667
8564,ASN00068113,-34.6,150.85
8565,ASN00068114,-34.6667,150.3667
8566,ASN00068117,-34.59,150.6085
8567,ASN00068118,-34.8333,150.5333
8568,ASN00068119,-34.3833,150.9
8569,ASN00068120,-34.25,150.7
8570,ASN00068121,-34.5333,150.7833
8571,ASN00068122,-34.1014,150.644
8572,ASN00068123,-34.5326,150.8679
8573,ASN00068124,-34.675,150.5917
8574,ASN00068125,-34.0904,150.5052
8575,ASN00068126,-34.45,150.8167
8576,ASN00068127,-34.1833,150.7167
8577,ASN00068130,-34.5333,150.7167
8578,ASN00068131,-34.4674,150.8813
8579,ASN00068132,-34.2333,150.9833
8580,ASN00068158,-34.1833,150.6
8581,ASN00068159,-34.1653,150.8097
8582,ASN00068160,-34.0542,150.8772
8583,ASN00068163,-34.4167,150.4
8584,ASN00068166,-34.2424,150.522
8585,ASN00068168,-34.6244,150.6939
8586,ASN00068169,-34.4138,150.8572
8587,ASN00068170,-34.4333,150.8
8588,ASN00068174,-34.7183,150.685
8589,ASN00068175,-34.7617,150.7911
8590,ASN00068177,-34.2517,150.9444
8591,ASN00068181,-34.7275,150.5208
8592,ASN00068183,-34.95,150.0833
8593,ASN00068184,-34.4667,150.3833
8594,ASN00068185,-34.6167,150.5333
8595,ASN00068186,-34.4839,150.2867
8596,ASN00068188,-34.403,150.8795
8597,ASN00068190,-34.737,150.6235
8598,ASN00068192,-34.0391,150.689
8599,ASN00068195,-34.6368,150.4026
8600,ASN00068197,-34.7376,150.7674
8601,ASN00068199,-34.556,150.8162
8602,ASN00068200,-34.2075,150.7095
8603,ASN00068202,-34.6033,150.5487
8604,ASN00068203,-35.085,150.23
8605,ASN00068204,-35.1702,150.5908
8606,ASN00068207,-34.0167,150.6833
8607,ASN00068208,-33.9833,150.5833
8608,ASN00068213,-34.8667,150.605
8609,ASN00068215,-34.4167,150.1967
8610,ASN00068216,-34.1194,150.7402
8611,ASN00068217,-34.6866,150.5253
8612,ASN00068218,-34.7208,150.6491
8613,ASN00068222,-35.087,150.5135
8614,ASN00068223,-34.2785,150.9554
8615,ASN00068224,-34.5858,150.6264
8616,ASN00068225,-34.04,150.6983
8617,ASN00068228,-34.3691,150.9291
8618,ASN00068229,-35.2439,150.5098
8619,ASN00068231,-34.063,150.8489
8620,ASN00068233,-34.8517,150.3883
8621,ASN00068239,-34.5253,150.4217
8622,ASN00068241,-34.5638,150.79
8623,ASN00068243,-34.5776,150.5118
8624,ASN00068244,-34.9077,150.6835
8625,ASN00068245,-34.9528,150.7019
8626,ASN00068246,-34.5707,150.8383
8627,ASN00068247,-34.7679,150.562
8628,ASN00068248,-34.6625,150.4333
8629,ASN00068249,-34.9636,150.0967
8630,ASN00068251,-34.9914,150.7239
8631,ASN00068252,-34.6708,150.8497
8632,ASN00068254,-34.0673,150.7678
8633,ASN00068255,-34.4875,150.4014
8634,ASN00069000,-35.65,149.8167
8635,ASN00069001,-35.7086,150.1769
8636,ASN00069002,-36.6884,149.838
8637,ASN00069003,-36.6278,149.5705
8638,ASN00069004,-35.6,150.2
8639,ASN00069005,-36.4269,150.0787
8640,ASN00069006,-35.7011,149.7896
8641,ASN00069007,-36.15,150.1
8642,ASN00069008,-35.2668,150.4081
8643,ASN00069010,-35.4489,149.799
8644,ASN00069011,-36.9463,149.6695
8645,ASN00069012,-37.0167,149.6167
8646,ASN00069013,-36.7677,149.6951
8647,ASN00069014,-36.3881,149.8882
8648,ASN00069015,-37.0557,149.9053
8649,ASN00069016,-35.3156,150.4357
8650,ASN00069017,-36.2519,150.2275
8651,ASN00069018,-35.9093,150.1532
8652,ASN00069019,-36.8402,149.5257
8653,ASN00069021,-37.0667,149.35
8654,ASN00069022,-36.2144,150.1358
8655,ASN00069023,-35.6488,150.1454
8656,ASN00069024,-36.9299,149.8749
8657,ASN00069026,-36.9333,149.5
8658,ASN00069027,-36.7297,149.9856
8659,ASN00069029,-37.3623,149.6984
8660,ASN00069031,-35.3667,150.4833
8661,ASN00069032,-36.6045,150.0191
8662,ASN00069033,-35.9017,149.9611
8663,ASN00069035,-35.7564,149.815
8664,ASN00069036,-36.0876,150.0508
8665,ASN00069037,-36.201,149.7106
8666,ASN00069038,-35.9167,150.0667
8667,ASN00069039,-36.3375,150.0625
8668,ASN00069040,-35.5461,150.3747
8669,ASN00069041,-35.2514,149.9158
8670,ASN00069042,-35.7661,149.9416
8671,ASN00069047,-36.3631,149.4904
8672,ASN00069048,-35.7581,149.8252
8673,ASN00069049,-35.1165,150.0847
8674,ASN00069050,-36.2967,149.843
8675,ASN00069051,-36.4688,149.773
8676,ASN00069052,-35.7343,150.0508
8677,ASN00069054,-36.2967,149.51
8678,ASN00069055,-37.2614,150.0497
8679,ASN00069057,-37.1167,149.7333
8680,ASN00069060,-37.2333,149.4
8681,ASN00069061,-37.15,149.3167
8682,ASN00069062,-35.9446,149.5876
8683,ASN00069063,-36.2597,149.6433
8684,ASN00069065,-36.5676,149.7511
8685,ASN00069066,-36.9296,149.646
8686,ASN00069067,-36.0643,150.126
8687,ASN00069068,-36.6036,149.9984
8688,ASN00069069,-36.7624,149.771
8689,ASN00069073,-37.0861,149.6985
8690,ASN00069075,-36.3167,149.7333
8691,ASN00069087,-36.4258,149.9796
8692,ASN00069088,-36.1935,149.4735
8693,ASN00069089,-36.7227,149.9736
8694,ASN00069090,-37.3068,149.925
8695,ASN00069093,-36.9106,149.9017
8696,ASN00069099,-35.0903,150.0656
8697,ASN00069100,-36.9,149.65
8698,ASN00069102,-35.6333,149.8
8699,ASN00069104,-36.5167,149.7333
8700,ASN00069105,-35.7333,149.8667
8701,ASN00069106,-35.4,150.4333
8702,ASN00069107,-36.7385,149.7102
8703,ASN00069108,-37.0688,149.2957
8704,ASN00069110,-37.0929,149.6266
8705,ASN00069111,-36.4699,149.8811
8706,ASN00069112,-36.4645,149.8224
8707,ASN00069114,-36.5404,149.8229
8708,ASN00069118,-35.5563,149.6414
8709,ASN00069119,-35.4463,149.6636
8710,ASN00069121,-35.4411,150.2857
8711,ASN00069127,-35.6864,149.8386
8712,ASN00069131,-36.1675,150.125
8713,ASN00069132,-35.4253,149.7835
8714,ASN00069133,-36.6631,149.5139
8715,ASN00069134,-35.7234,150.1872
8716,ASN00069137,-37.2622,150.0504
8717,ASN00069138,-35.3635,150.4827
8718,ASN00069139,-36.6722,149.8191
8719,ASN00069140,-36.4948,149.7434
8720,ASN00069141,-35.5721,150.1804
8721,ASN00069142,-35.924,150.0362
8722,ASN00069145,-35.9775,149.8611
8723,ASN00069146,-36.7535,149.7696
8724,ASN00069147,-36.9077,149.8989
8725,ASN00069148,-35.9004,150.1437
8726,ASN00069149,-36.2958,150.0701
8727,ASN00069150,-35.3785,150.0032
8728,ASN00070000,-35.2583,149.1424
8729,ASN00070001,-34.5667,150.05
8730,ASN00070002,-34.4315,149.9958
8731,ASN00070003,-34.6,149.5
8732,ASN00070005,-36.9113,149.2379
8733,ASN00070007,-34.7667,149.4667
8734,ASN00070009,-36.7969,149.1972
8735,ASN00070010,-36.7333,149.0
8736,ASN00070011,-35.2549,149.4446
8737,ASN00070012,-34.8996,149.9709
8738,ASN00070013,-36.8878,149.1107
8739,ASN00070014,-35.3049,149.2014
8740,ASN00070015,-35.3,149.1
8741,ASN00070016,-35.5889,149.4478
8742,ASN00070017,-36.2667,149.3
8743,ASN00070019,-35.0167,148.8667
8744,ASN00070020,-34.5558,149.8331
8745,ASN00070021,-34.9118,149.4333
8746,ASN00070023,-36.2333,149.1167
8747,ASN00070025,-34.4578,149.4693
8748,ASN00070026,-37.0434,148.9425
8749,ASN00070027,-37.0488,148.993
8750,ASN00070028,-34.742,148.8897
8751,ASN00070029,-35.25,149.1
8752,ASN00070031,-36.0667,149.1333
8753,ASN00070032,-35.2274,148.9139
8754,ASN00070033,-34.6,149.7
8755,ASN00070034,-34.2739,148.84
8756,ASN00070035,-35.3081,149.4726
8757,ASN00070036,-35.0138,149.6508
8758,ASN00070037,-34.75,149.8667
8759,ASN00070039,-34.6,149.9333
8760,ASN00070040,-34.6864,149.5534
8761,ASN00070043,-34.7823,149.2681
8762,ASN00070044,-36.05,149.0833
8763,ASN00070045,-35.1548,149.057
8764,ASN00070046,-34.4,150.0667
8765,ASN00070047,-34.4017,149.1244
8766,ASN00070048,-35.3705,149.4251
8767,ASN00070050,-36.7,148.9
8768,ASN00070054,-36.2009,149.0602
8769,ASN00070055,-34.7503,149.5951
8770,ASN00070056,-35.2978,149.2817
8771,ASN00070057,-35.8238,149.6331
8772,ASN00070059,-35.2439,148.9942
8773,ASN00070060,-35.1559,149.7725
8774,ASN00070061,-35.5646,149.7406
8775,ASN00070063,-34.7139,150.0031
8776,ASN00070064,-35.6797,149.1601
8777,ASN00070066,-35.45,149.2
8778,ASN00070067,-36.5112,149.2794
8779,ASN00070069,-34.5438,149.574
8780,ASN00070070,-35.3322,148.9242
8781,ASN00070071,-34.6514,149.5024
8782,ASN00070072,-35.3552,149.2292
8783,ASN00070073,-36.0329,149.1323
8784,ASN00070074,-33.9667,148.8833
8785,ASN00070075,-36.0667,149.1833
8786,ASN00070076,-34.6667,148.9
8787,ASN00070077,-34.9031,149.67
8788,ASN00070079,-35.1167,149.6
8789,ASN00070080,-34.4048,149.8197
8790,ASN00070081,-34.6,149.8
8791,ASN00070082,-34.2745,149.0232
8792,ASN00070083,-35.509,149.0667
8793,ASN00070084,-36.9325,148.9393
8794,ASN00070085,-35.2994,148.9222
8795,ASN00070087,-34.4,148.9
8796,ASN00070088,-34.8948,149.5201
8797,ASN00070091,-34.8313,148.9113
8798,ASN00070093,-35.2804,148.9783
8799,ASN00070097,-34.7916,149.4923
8800,ASN00070098,-35.9702,149.1643
8801,ASN00070101,-35.4167,149.3833
8802,ASN00070105,-35.1673,149.5926
8803,ASN00070106,-36.8439,149.3897
8804,ASN00070107,-37.0476,148.9283
8805,ASN00070110,-34.6167,149.1333
8806,ASN00070111,-34.5612,149.2497
8807,ASN00070112,-34.7226,149.1816
8808,ASN00070113,-34.1333,148.9667
8809,ASN00070115,-34.9187,149.3722
8810,ASN00070116,-34.4208,149.2355
8811,ASN00070117,-34.7169,149.1207
8812,ASN00070118,-35.1167,149.9333
8813,ASN00070119,-34.5679,149.997
8814,ASN00070121,-35.2833,149.7
8815,ASN00070122,-35.0167,149.85
8816,ASN00070124,-34.3024,149.8767
8817,ASN00070125,-34.4167,149.9667
8818,ASN00070126,-35.5567,149.2711
8819,ASN00070130,-34.5333,149.4667
8820,ASN00070131,-34.545,149.6245
8821,ASN00070134,-34.6167,149.7333
8822,ASN00070135,-34.6608,149.6202
8823,ASN00070137,-34.6681,149.433
8824,ASN00070138,-34.8333,149.6167
8825,ASN00070141,-34.7667,149.8833
8826,ASN00070142,-34.6667,149.8833
8827,ASN00070143,-34.6389,149.9541
8828,ASN00070144,-34.4084,149.8836
8829,ASN00070145,-34.41,149.7528
8830,ASN00070146,-34.6017,149.625
8831,ASN00070147,-34.5604,149.7381
8832,ASN00070151,-34.4833,149.5167
8833,ASN00070153,-36.4645,148.9341
8834,ASN00070154,-36.7333,149.1167
8835,ASN00070156,-36.65,149.35
8836,ASN00070157,-36.3519,149.4236
8837,ASN00070158,-37.0343,149.1547
8838,ASN00070159,-36.6,148.9333
8839,ASN00070161,-36.425,149.1139
8840,ASN00070162,-36.7833,148.8667
8841,ASN00070163,-36.0667,149.3833
8842,ASN00070164,-37.1,149.0667
8843,ASN00070165,-36.3541,149.198
8844,ASN00070166,-36.55,149.0833
8845,ASN00070169,-35.1966,149.084
8846,ASN00070171,-34.394,148.9943
8847,ASN00070172,-35.75,148.9833
8848,ASN00070195,-36.6053,148.8475
8849,ASN00070199,-36.0767,149.5134
8850,ASN00070206,-35.6333,148.95
8851,ASN00070207,-36.6439,149.2644
8852,ASN00070208,-37.1346,149.0604
8853,ASN00070209,-37.0667,149.2667
8854,ASN00070213,-34.6479,149.3958
8855,ASN00070214,-35.6311,149.5
8856,ASN00070217,-36.2939,148.9725
8857,ASN00070219,-35.8627,149.6395
8858,ASN00070220,-34.4382,148.7158
8859,ASN00070225,-34.4582,149.4599
8860,ASN00070231,-35.3266,149.0492
8861,ASN00070232,-35.2451,149.2613
8862,ASN00070233,-35.2189,149.2754
8863,ASN00070237,-36.5902,149.3824
8864,ASN00070239,-36.8984,148.7425
8865,ASN00070241,-35.5833,148.9833
8866,ASN00070242,-35.2572,149.0742
8867,ASN00070245,-35.3833,149.1
8868,ASN00070246,-35.3098,149.1269
8869,ASN00070247,-35.2776,149.1095
8870,ASN00070248,-35.3333,149.0833
8871,ASN00070249,-35.3296,149.1096
8872,ASN00070250,-35.2322,149.0375
8873,ASN00070251,-35.3239,149.0906
8874,ASN00070252,-35.3333,149.1333
8875,ASN00070253,-35.2614,149.1083
8876,ASN00070254,-35.3267,149.15
8877,ASN00070255,-35.2281,149.145
8878,ASN00070256,-35.3621,149.0973
8879,ASN00070257,-35.2833,149.15
8880,ASN00070259,-35.3667,149.05
8881,ASN00070261,-35.6904,149.5869
8882,ASN00070262,-35.3306,149.06
8883,ASN00070263,-34.7495,149.7034
8884,ASN00070264,-34.3075,148.9647
8885,ASN00070268,-35.0156,148.7948
8886,ASN00070269,-34.6653,149.9888
8887,ASN00070270,-36.2118,149.2636
8888,ASN00070275,-35.25,149.0667
8889,ASN00070276,-35.1678,149.9583
8890,ASN00070277,-35.2115,149.0506
8891,ASN00070278,-36.2318,149.1243
8892,ASN00070279,-36.76,148.8483
8893,ASN00070282,-35.2667,149.1167
8894,ASN00070288,-36.8667,148.9
8895,ASN00070290,-34.9398,149.4269
8896,ASN00070291,-36.85,149.3
8897,ASN00070292,-35.3894,149.04
8898,ASN00070293,-35.425,149.06
8899,ASN00070295,-34.5327,149.1208
8900,ASN00070296,-34.7153,148.9924
8901,ASN00070297,-34.5991,148.9364
8902,ASN00070299,-36.1827,149.3467
8903,ASN00070305,-35.4025,149.0772
8904,ASN00070307,-35.2459,149.1068
8905,ASN00070308,-35.3757,149.087
8906,ASN00070309,-36.9131,149.0372
8907,ASN00070310,-35.4408,148.9422
8908,ASN00070312,-35.692,149.0052
8909,ASN00070316,-35.4424,148.8296
8910,ASN00070317,-35.5368,148.8383
8911,ASN00070321,-35.7469,149.3514
8912,ASN00070322,-35.5155,148.9216
8913,ASN00070325,-34.3513,150.081
8914,ASN00070326,-37.1475,149.1496
8915,ASN00070327,-35.0277,149.264
8916,ASN00070328,-37.0016,149.2336
8917,ASN00070330,-34.8085,149.7312
8918,ASN00070331,-35.4915,149.0732
8919,ASN00070332,-35.45,149.1167
8920,ASN00070334,-35.1138,149.9624
8921,ASN00070335,-35.2,149.955
8922,ASN00070336,-36.5971,149.2974
8923,ASN00070337,-36.7252,148.8548
8924,ASN00070339,-35.4184,149.0937
8925,ASN00070340,-35.1837,149.1122
8926,ASN00070342,-35.1913,149.6598
8927,ASN00070344,-34.9832,149.0142
8928,ASN00070346,-35.1889,149.251
8929,ASN00070348,-35.8618,149.1321
8930,ASN00070349,-35.5293,148.7721
8931,ASN00071000,-35.9962,148.7693
8932,ASN00071003,-36.4335,148.3327
8933,ASN00071004,-35.7333,148.6833
8934,ASN00071005,-36.5029,148.835
8935,ASN00071006,-36.65,148.4833
8936,ASN00071007,-36.416,148.6092
8937,ASN00071009,-36.4,148.6
8938,ASN00071010,-35.8833,148.5
8939,ASN00071011,-36.65,148.8333
8940,ASN00071013,-36.4,148.8
8941,ASN00071014,-36.6235,148.6684
8942,ASN00071019,-36.5067,148.8281
8943,ASN00071021,-36.4818,148.5873
8944,ASN00071022,-36.3675,148.8281
8945,ASN00071029,-36.4333,148.35
8946,ASN00071032,-36.4917,148.2859
8947,ASN00071034,-36.3517,148.4125
8948,ASN00071040,-35.7858,148.8106
8949,ASN00071041,-36.5031,148.304
8950,ASN00071042,-36.6022,148.4677
8951,ASN00071043,-36.2743,148.7182
8952,ASN00071068,-36.4829,148.784
8953,ASN00071072,-36.4033,148.4104
8954,ASN00071073,-35.3884,148.7475
8955,ASN00072000,-35.3077,148.0646
8956,ASN00072001,-36.1,146.9
8957,ASN00072002,-35.7667,147.35
8958,ASN00072003,-35.3083,148.4117
8959,ASN00072004,-35.5203,148.1453
8960,ASN00072007,-35.2667,148.3833
8961,ASN00072008,-35.3874,147.5662
8962,ASN00072009,-35.8,147.9333
8963,ASN00072012,-35.6043,147.7263
8964,ASN00072013,-35.65,147.8022
8965,ASN00072014,-35.65,147.7167
8966,ASN00072015,-35.7,147.7
8967,ASN00072017,-35.5595,147.7309
8968,ASN00072019,-35.6619,147.5555
8969,ASN00072020,-35.5167,148.05
8970,ASN00072022,-35.7225,147.3178
8971,ASN00072023,-36.1039,147.0329
8972,ASN00072024,-35.5006,147.7656
8973,ASN00072025,-35.9286,147.7053
8974,ASN00072028,-35.5833,148.1
8975,ASN00072030,-35.8167,147.6667
8976,ASN00072031,-35.6,148.0833
8977,ASN00072033,-35.9167,148.0833
8978,ASN00072035,-35.5,147.6167
8979,ASN00072037,-35.7524,147.4678
8980,ASN00072038,-35.9264,147.8275
8981,ASN00072040,-35.2288,147.3317
8982,ASN00072041,-35.9667,147.0
8983,ASN00072042,-35.2765,147.7362
8984,ASN00072043,-35.778,148.0141
8985,ASN00072044,-35.3194,148.2341
8986,ASN00072045,-35.3,148.2
8987,ASN00072046,-35.3333,148.2667
8988,ASN00072048,-35.5,148.1667
8989,ASN00072049,-35.8575,147.285
8990,ASN00072050,-36.0355,147.2707
8991,ASN00072051,-35.5,148.3
8992,ASN00072052,-35.1667,148.3667
8993,ASN00072053,-35.7542,147.8445
8994,ASN00072056,-35.3947,148.247
8995,ASN00072058,-35.6364,147.5382
8996,ASN00072059,-36.0667,146.9333
8997,ASN00072060,-36.2254,148.1431
8998,ASN00072076,-35.8,147.5333
8999,ASN00072077,-35.75,147.6906
9000,ASN00072078,-35.6767,147.5178
9001,ASN00072080,-35.7226,147.9291
9002,ASN00072081,-35.6617,147.3776
9003,ASN00072082,-35.5528,147.9827
9004,ASN00072083,-35.4402,147.928
9005,ASN00072086,-35.5766,147.2533
9006,ASN00072089,-35.9784,148.0855
9007,ASN00072091,-35.9383,148.3842
9008,ASN00072097,-36.0817,146.955
9009,ASN00072098,-35.3448,148.3837
9010,ASN00072099,-35.9111,148.2167
9011,ASN00072101,-35.7112,147.4859
9012,ASN00072103,-35.8445,148.2106
9013,ASN00072131,-35.5827,148.2935
9014,ASN00072138,-35.2102,147.5188
9015,ASN00072141,-35.725,148.4915
9016,ASN00072142,-35.72,147.3103
9017,ASN00072144,-35.8897,147.0848
9018,ASN00072146,-36.0692,146.9534
9019,ASN00072150,-35.1583,147.4573
9020,ASN00072151,-35.1333,147.3667
9021,ASN00072152,-35.317,148.433
9022,ASN00072154,-35.2156,148.0309
9023,ASN00072156,-35.9333,147.7167
9024,ASN00072159,-35.3019,147.9402
9025,ASN00072160,-36.069,146.9509
9026,ASN00072161,-35.9371,148.3779
9027,ASN00072162,-36.2304,148.1405
9028,ASN00072163,-35.899,148.1821
9029,ASN00072170,-36.2593,148.0457
9030,ASN00073000,-34.1442,147.386
9031,ASN00073005,-34.6704,148.6338
9032,ASN00073006,-34.8667,148.35
9033,ASN00073007,-34.9997,148.5984
9034,ASN00073008,-33.8442,147.7408
9035,ASN00073009,-34.6411,148.0236
9036,ASN00073012,-34.7534,148.3229
9037,ASN00073013,-34.6,148.55
9038,ASN00073014,-33.9029,148.1718
9039,ASN00073015,-35.0667,148.1
9040,ASN00073016,-34.5607,148.3653
9041,ASN00073017,-34.0824,148.365
9042,ASN00073018,-34.8154,147.7378
9043,ASN00073019,-34.8456,147.5714
9044,ASN00073020,-34.1833,148.8
9045,ASN00073021,-34.0391,148.5552
9046,ASN00073022,-34.6479,148.1606
9047,ASN00073023,-34.6033,148.7869
9048,ASN00073024,-33.7667,147.5333
9049,ASN00073025,-34.791,147.5592
9050,ASN00073028,-34.3,148.5167
9051,ASN00073029,-34.5495,148.3493
9052,ASN00073031,-34.65,147.6
9053,ASN00073032,-34.0112,147.7937
9054,ASN00073033,-34.6437,147.7043
9055,ASN00073034,-35.2,148.3
9056,ASN00073035,-34.3645,148.0785
9057,ASN00073036,-34.4997,147.8802
9058,ASN00073037,-34.444,147.533
9059,ASN00073038,-34.4061,147.5248
9060,ASN00073039,-35.0167,148.25
9061,ASN00073040,-34.2667,147.9333
9062,ASN00073041,-34.4064,148.1795
9063,ASN00073043,-34.4918,148.1266
9064,ASN00073044,-35.0581,147.753
9065,ASN00073045,-34.9,147.6667
9066,ASN00073050,-34.7611,148.8258
9067,ASN00073051,-34.2054,148.5533
9068,ASN00073052,-34.4167,148.2333
9069,ASN00073054,-33.9262,147.2418
9070,ASN00073055,-35.0996,147.7767
9071,ASN00073056,-34.3167,148.2967
9072,ASN00073097,-34.0167,148.8136
9073,ASN00073099,-34.6218,147.6199
9074,ASN00073100,-33.9119,148.4383
9075,ASN00073109,-34.425,148.5408
9076,ASN00073110,-33.9462,148.0775
9077,ASN00073112,-35.0583,147.725
9078,ASN00073113,-34.1985,148.0047
9079,ASN00073114,-34.6608,147.5333
9080,ASN00073115,-35.1687,148.2311
9081,ASN00073116,-34.7093,147.5525
9082,ASN00073117,-34.8667,148.3333
9083,ASN00073124,-34.9308,147.767
9084,ASN00073126,-34.0667,148.65
9085,ASN00073127,-35.0517,147.3493
9086,ASN00073128,-35.0778,148.1039
9087,ASN00073129,-34.1567,148.6857
9088,ASN00073136,-34.8918,148.712
9089,ASN00073137,-34.8083,148.1103
9090,ASN00073138,-34.2493,148.2475
9091,ASN00073139,-34.3192,148.3391
9092,ASN00073141,-35.0479,148.1075
9093,ASN00073142,-34.6299,148.0364
9094,ASN00073149,-33.7401,147.5149
9095,ASN00073150,-34.5307,147.8442
9096,ASN00073151,-34.4292,147.5111
9097,ASN00074000,-34.3567,146.9032
9098,ASN00074001,-34.9,145.9
9099,ASN00074002,-34.3479,147.2208
9100,ASN00074004,-35.8462,146.5194
9101,ASN00074005,-34.2849,146.5714
9102,ASN00074006,-34.3251,146.957
9103,ASN00074007,-34.4803,146.5518
9104,ASN00074008,-34.8625,146.8184
9105,ASN00074009,-35.6577,145.8126
9106,ASN00074010,-34.6333,146.3
9107,ASN00074011,-34.8333,146.8667
9108,ASN00074013,-35.4667,145.0167
9109,ASN00074014,-35.1084,146.6096
9110,ASN00074017,-35.289,146.9742
9111,ASN00074018,-34.95,146.5
9112,ASN00074019,-34.0,147.0
9113,ASN00074020,-33.9387,147.0821
9114,ASN00074021,-35.1555,146.9356
9115,ASN00074022,-34.95,146.9333
9116,ASN00074024,-36.05,146.8
9117,ASN00074025,-35.8537,146.777
9118,ASN00074026,-35.3526,146.31
9119,ASN00074027,-34.3,146.9
9120,ASN00074029,-35.3,146.05
9121,ASN00074032,-35.2075,147.3292
9122,ASN00074033,-34.8159,147.1996
9123,ASN00074034,-35.9887,146.3574
9124,ASN00074037,-34.6223,146.4328
9125,ASN00074038,-35.6447,146.3018
9126,ASN00074039,-35.3667,145.05
9127,ASN00074040,-34.8814,145.7595
9128,ASN00074041,-34.8,147.0
9129,ASN00074042,-35.6408,145.5762
9130,ASN00074044,-34.7932,147.0398
9131,ASN00074045,-34.8,146.5
9132,ASN00074046,-34.6,146.2
9133,ASN00074047,-34.95,145.5167
9134,ASN00074050,-34.738,146.7825
9135,ASN00074052,-35.35,145.35
9136,ASN00074053,-35.5168,147.0344
9137,ASN00074054,-35.9787,146.6274
9138,ASN00074055,-35.3475,145.7257
9139,ASN00074056,-35.95,146.8961
9140,ASN00074058,-34.1167,147.0
9141,ASN00074059,-35.85,145.8333
9142,ASN00074062,-34.567,146.4114
9143,ASN00074064,-35.2217,146.7236
9144,ASN00074066,-35.4667,145.4
9145,ASN00074067,-35.8167,144.7167
9146,ASN00074068,-34.8286,147.3564
9147,ASN00074069,-35.8119,144.901
9148,ASN00074071,-34.769,146.9219
9149,ASN00074072,-34.8,146.9
9150,ASN00074073,-34.3,146.35
9151,ASN00074074,-35.3333,146.95
9152,ASN00074075,-36.1,144.7
9153,ASN00074076,-35.9333,144.9167
9154,ASN00074077,-36.0167,144.9
9155,ASN00074081,-35.9878,146.0061
9156,ASN00074082,-34.75,146.55
9157,ASN00074086,-35.5167,145.05
9158,ASN00074087,-35.3342,146.0342
9159,ASN00074088,-35.5579,146.1653
9160,ASN00074090,-34.8,146.1
